date_of_drilling,latitude,longtude,use_of_waterpoint,other_useage,funding_source,wrb1a_form_completed,contract_signed,community_agreement,drilling_contractor,driller_licensed,staff_experienced,drilling_rig_model,compressor_specs,equipment_condition,safety_features_condition,equipment_capability,equipment_capability_specs,ppe_available,drilling_equipment_image,location_selection_methodology,hydrogeological_study_done,geophysical_survey_done,min_distance_50m_from_contamination,distance_from_contamination,location_accessible,location_suitable_for_drilling,distance_from_water_bodies,location_photo,perimeter_fence,staff_protected,parking_area,emergency_access,suitable_distance_from_power_lines,distance,materials_stored_safely,chemicals_stored_safely,first_aid_kit,fire_extinguisher,adquate_welfare_facilities,welfare_facilities_distance,site_setup_preliminaries_completed,rig_setup_properly,reference_point,reference_point_height,rig_level_method,rig_setup_problems,setup_problems,drill_rod_length,min_diameter_177mm,min_diameter,casing_stored_properly,where_stored,why_not_properly_stored,index_1,rod_number,depth_from_1,depth_to_1,circulation_method,drill_bit_type,drilling_diameter_mm,time_taken_in_minutes,drilling_comments,water_strike_in_miters,index_2,depth_from_2,depth_to_2,temp_casing_material,temp_casing_diameter,index_3,depth_from_3,depth_to_3,rock_or_soil_type,colour,weathering,grain_size_description,sorting,additional_description,formation_name,index_4,hole_depth_1,discharge_rate_1,discharge_measurement_method,ec_ms_cm_1,tds_mgl_1,ph_1,temp_celcius_1,comments_1,borehole_depth_miters,water_level,measurement_date,borehole_suitable_further_use,installation_design_available,design_agreed_by_driller, date_casing_installation  ,materials_meet_standards,materials_pre_inspected,Index (8),inner_diameter,outer_diameter,material_1,slot_aperture,end_cap_fitted,centralisers_fitted,casing_connection_type  ,index_9,depth_from_4,depth_to_4,casing_inner_diameter,casing_material,casing_material_strength,slotted,gravel_pack_clean, gravel_pack_quality,index_10,depth_from_5,depth_to_5,gravel_min_grain_size,gravel_max_grain_size,gravel_pack_final_level,static_water_level_pre_dev,index_11,duration,method,index_12,time,lift_depth,discharge_rate,ec_ms_cm_3,tds_mg_l_2,ph_3,temp_c_2,turbidity_ntu,sediment,static_water_level_post_dev,final_borehole_design_summary
6/7/2021,-14.15195833,33.44829333,Community,,"German Government,and Habitat for Humanity",Yes,Yes,Yes,Nditha Drilling and Civil Contractors,Yes,Yes,"Ashokeleyland PRD,DZ 6337",Carmen 600s-200(20bars),Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/5d4c843b40914b69994ee9741529c532; https://api.mwater.co/v3/images/35d2911de5474fd1bccfa26ba1e42030,Community mobilisation and survey,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/d6672f53b407470ba1b8c0498731beef,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.8,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,Yes,Yes,Yes,6/7/2021,Yes,Yes,,,,,,,,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,5,,,,,,,,,,,,,,21,https://api.mwater.co/v3/images/5b46bc06d64947bc8afe7455d9c25702
6/12/2021,-14.15516,33.61153167,Community,,Habitat for Humanity and Germany Government,Yes,Yes,Yes,Nditha Drilling and Civil Contractors,Yes,Yes,"Ashokeleyland PRD,DZ 6337",Carmen 600s-200(20bars),Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/60a24f3f4de64737a58df8ef3a35f8dd; https://api.mwater.co/v3/images/28a9d77352574a0ba94d5ad926db4d89; https://api.mwater.co/v3/images/2586507ce483407b9e9c44d670dc4448; https://api.mwater.co/v3/images/4611a156c1bd4b30884ff1cb581f90a5,Community mobilisation and survey,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/028349c826964896b0fa35882a9f0f07,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.8,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,Yes,Yes,Yes,6/12/2021,Yes,Yes,,,,,,,,,,,,,,,,Yes,Yes,,,,,,3,5,,,,,,,,,,,,,,7,https://api.mwater.co/v3/images/a418ac05232f444a921e16d6f96d5616
6/14/2021,-14.14698,33.59192167,Community,,Habitat For Humanity and Germany Government,Yes,Yes,Yes,Nditha Drilling and Civil Contractors,Yes,Yes,Ashokeleyland PRD 6337,Carmen 600s-200(20bars),Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/cf11a364c4b74ebabecff5a56dd03ba3; https://api.mwater.co/v3/images/d79463116b084e7f80addeadb9251cb2; https://api.mwater.co/v3/images/e70fdd9a5ee143ef9e73b9792b8d1baa,Community mobilisation and surveying,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/3ae1cd25a58b47d8a54f0ba73118ab56,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.9,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,Yes,Yes,Yes,6/14/2021,Yes,Yes,,,,,,,,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,8,,,,,,,,,,,,,,8,https://api.mwater.co/v3/images/d7b14ca81f884dfcb46e532f3620b4dd
8/2/2021,-16.213825,35.11599833,Community,,One Foundation,Yes,Yes,Yes,Blue Water Drilling Company,Yes,Yes,"ZA 6188,
Rig model:JCRDT600
Capacity-200mtr4""-12""
Top head rotary Drive-400kg-MTR,torque-120RPM","ELGI make,pg600fm/200psi,16BAR
ZA4081",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/9a424fef796049acb36d08ffa696a9c7; https://api.mwater.co/v3/images/7482a96b2c7f41d2bcb2f78f44c464b7; https://api.mwater.co/v3/images/52a76baeca774e6c98c440651e6b99c3; https://api.mwater.co/v3/images/0cf3de34eed64cf7b3529a8949138a50,Surveying and community mobilisation,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/90dc0656065f47b6b5725882c1aa2b6c,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,0.8,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2021,-16.21486,35.11745667,Community,,One foundation,Yes,Yes,Yes,Blue Water Drilling Ltd,Yes,Yes,"PRD Model;JCRDT 600,capacity-200mtr4""-12
Top head Rotary Drive-@400kg MTR,torque-120 RPM

Plate number ZA 6188","ELGI
PG 600FM-200psi,16 BARs
Plate number ZA4081",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/6f9c02d1154f44ceb69fca504532193b; https://api.mwater.co/v3/images/8ec35a548cf045ddb18311769f96925d,Surveying and community mobilisation,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/4fe78e93ce5b43ad82bb11f5830c03f8,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,0.7,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2021,-16.234165,35.08507667,Community,,One foundation,Yes,Yes,Yes,Blue Water Drilling Ltd,Yes,Yes,"JCR DT609
Capacity_200mtr 4""-12"" diameter hole
Top head rotery drive 400kg-MTR
Torque 120kpm
ZA6188","ELGI make
600CFM/200PSI
16 bar compressor
ZA4081",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/d1f5e05b27bc42e5b89b28b1638ed7f5; https://api.mwater.co/v3/images/b4c1d7b804b34d3ba46fc34b4350955d; https://api.mwater.co/v3/images/858a2e6087ef4f9dabe686cd2108d34a,Community mobilisation and surveying,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/846270185b1f40939bf053132fa61a62,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,0.5,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2021,-16.2100492,35.0730353,Community,,One Foundation ,Yes,Yes,Yes,Blue water drilling Ltd ,Yes,Yes,"JCR DT-600
Drilling capacity 200 more,  4""-12"" hole diameter
Pull up force 7,900kg, pull down force 5,400kg
Top head rotary drive  400kg- mtr torque 
0- 120 rpm
Plate Number ZA 6188","ELGI make
600 CFM/200 PSI
16 BAR
PLANE NUMBER ZA 4036",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/a2cb88cbd519470196e09eb993db0364; https://api.mwater.co/v3/images/c59db5acc7ad4d13bc474d2f9e257ca3; https://api.mwater.co/v3/images/efa241cf3062429d97d843451f1e7db5,Community mobilisation  and survey,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/80030cfa006741409aa042323d2dd484,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,Yes,Yes,Yes,8/8/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,9.55,,,,,,,,,,,,,,9.85,https://api.mwater.co/v3/images/af3e9d78082d4e509c2dd0a0bb4534a1
8/9/2021,-16.2122322,35.0877959,Community,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd,Yes,Yes,"JCR DT -600
Drilling capacity -200 mtr,  4"", 12""hole diameter 
7,900kg pull up force, 5,400 pull down force
400kg top head rotary drive
MTRD torque 0-120 rpm
Number plate ZA 6188","ELGI make
600CFM/200PSI
16 bar
Number Plate  ZA 4081",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/205ce6c0119243ba9e92862eab095595; https://api.mwater.co/v3/images/cbb2a2ac0a4d4c4ba23ba9a9e05f7088; https://api.mwater.co/v3/images/d9a62c399ada40bab6e36b84d28aec46; https://api.mwater.co/v3/images/11d8439e96b04a05bb6d4905b2bc9c60,Community mobilisation and survey,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/51fe9ac22925413e9c7f5bb386735e86,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2021,-16.2121606,35.0877838,Community,,One Foundation ,Yes,Yes,Yes,Blue water drilling Ltd,Yes,Yes,"JCR DT-600
Drilling capacity -200 mtr, 4""-12"" hole diameter 
7,900kg pull up force, 5,400kg pull down force
400g top head rotary drive- MTR torque, 0-200RPM","ELG I make
600CFM/200 PSI
16 BAR ",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/75514a93823f4f0bbfb6e225860759ab; https://api.mwater.co/v3/images/4ef77404e969435d9f443ef1eaeedc59; https://api.mwater.co/v3/images/5d9f29a54a3d41d5951dea3cdec9f6bf,Survey and community mobilisation,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/1b6e76358d974633983b9872c7593348,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,Yes,Yes,Yes,8/13/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,8,,,,,,,,,,,,,,4.56,https://api.mwater.co/v3/images/4e5e794a552f4c8396a7a31d82ed85d5
8/14/2021,-16.1422067,35.1390782,Community,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd ,Yes,Yes,"JCR DT-600
Drilling capacity -200 mtr, 4-12""hole diameter 
7900kg pull up force,  5,400kg pull down force 
400kg top head rotary drive-MTR torque,  
0-120RPM","ELGI make
600CFM/200 PSI
16 bar",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/c2e3457e90214847878bfc57f7705c72; https://api.mwater.co/v3/images/e1d18be501df49cdb93ce0baf3e44426; https://api.mwater.co/v3/images/e7806107850744a58eb4ff707982f4ff,Survey and Community mobilisation ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/22ab5395bd794d9bb342c2ced72d225c,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,Yes,Yes,Yes,8/14/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,7.91,,,,,,,,,,,,,,11.15,https://api.mwater.co/v3/images/25f5c49de85e4dc2ae1c5f2e21c8cd8c
8/15/2021,-16.1546061,35.144974,Community,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd ,Yes,Yes,"JCR DT-600
Drilling capacity -200 mtr, 4""-12"" hole diameter 
7,900kg pull up force, 5,400kg pull down force
400kg top head rotary drive -MTR torque, 0-120 RPM","ELG I make 
600 CFM/200PSI
16 bar",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/7560671e127a44f4a28c16119f77e869; https://api.mwater.co/v3/images/68bc7e693e1d4ff09e91304a3c0cb34d; https://api.mwater.co/v3/images/5c3aecd03a9b4f0fa49bed1375135e41,Survey and community mobilisation ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/1d9b57afe18b4936a702bb7bf2566098,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2021,-16.1546937,35.1450213,Community,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd ,Yes,Yes,"JCR D-600
Drilling capacity 200 mtr, 4""-12"" hole diameter
7,900kg pull up force,5,400kg pull down force
400kg top head rotary drive
MTR torque, 0-120RPM
Number Plate ZA 6188","ELGI make
600 CFM/200PSI
16 bar
Number plate ZA 4066",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/b1cfc86397ab4d7abd8a4347f19eb331; https://api.mwater.co/v3/images/03f8677071d44a5c9e813729bd9f6440; https://api.mwater.co/v3/images/ba2305458bb04e19bcb343f7d37109d2,Community mobilisation ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/69c9f5ae3984493597d3352bb4f2b955,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2021,-16.1543377,35.1448259,Community,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd ,Yes,Yes,"JCR DT -600
Drilling capacity -200 mtr, 4""-12"" hole diameter 
7,900kg pull up force, 5,400keep pull down force 
400kg top head rotary drive-MTR torque,  0-120 RPM","ELGI make 
600CFM /200PSI 
16 bar ",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/5d9b734a59944afcadcc9905cf73624a; https://api.mwater.co/v3/images/c061f68e36fe471e959056701c9430b6; https://api.mwater.co/v3/images/4aad29e01fe449c79f33b1a9561b8e2f,Community mobilisation ,No,No,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/1fea14a17a834e75a528649799f91a69,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2021,-16.1800818,35.0973147,Community,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd ,Yes,Yes,"JCR DT -600
Drilling capacity -200 mtr, 4""-12"" hole diameter 
7,900kg pull up force, 5 ,400kg pull down force 
400kg top head rotary drive-MTR torque, 0-120 RPM","ELGI make 
600CFM /200PSI 
16 bar",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/aa481dd9315d4905abe2b9b71169ee88; https://api.mwater.co/v3/images/29749f320df44bfeae460e78ca8138ba; https://api.mwater.co/v3/images/db4b1c7324634d68b8c39cf52d1877e3,Survey and community mobilisation ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/d3f6ea1f60d24a92b9bd2a3d6f74a9b0,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,Yes,Yes,Yes,8/17/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,6,,,,,,,,,,,,,,13.24,https://api.mwater.co/v3/images/4b7765050903422abbdff0eb6ea44b7c
8/18/2021,-16.1420935,35.0731016,Community,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd ,Yes,Yes,"JCR DT -600
Drilling capacity -200 mtr,  4""-12"" hole diameter 
7,900kg pull down force,5,400kg pull up force
400kg top head rotary drive-MTR torque,  0-120RPM
","ELGI make
600CFM /200PSI
16 bar",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/c97564d7c0b94166a802ebab7402dc03; https://api.mwater.co/v3/images/16eb03e2c457400982e4e05559c96c56,Survey and community mobilisation ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/124f761273804cf3b2f233c06b1b4c89; https://api.mwater.co/v3/images/e0e8031a452a476386ab91ff812b6711,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,Yes,Yes,Yes,8/18/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,9,,,,,,,,,,,,,,18.5,https://api.mwater.co/v3/images/f654e9d89f5d4aa4ae664580f6d424d1
8/19/2021,-16.2336145,35.0832051,Community,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd ,Yes,Yes,"JCR DT -600
Drilling capacity -200 mtr,  4""-12"" hole diameter 
7,900kg pull up force, 5,400kg pull down force 
400kg top head rotary drive-MTR torque,  120 RPM 
","ELGI make 
600CFM /200PSI 
16 bar ",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/b8f060317684490d8335bc8f86b6bd77; https://api.mwater.co/v3/images/48539e2a6ed64f90b4b1b0ba987ea170; https://api.mwater.co/v3/images/7e83571825a842b38fd88964af6d719e,Survey and community mobilisation ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/091548ccd90644f5aa8e4053c884342f,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2021,-16.2328135,35.1470294,Health facility,,One Foundation ,Yes,Yes,Yes,Blue water drilling Ltd ,Yes,Yes,"JCR DT-600
Drilling capacity -,200mtr4-12""hole diameter 
7,500kg pull up force,  5,400kg pull down force 
400kg Top head rotary drive-MTR torque ,120 RPM ","ELGI make 
600CFM /200PSI 
16 bar
",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/ee2a3a52c22347c59fcb1652d829f40c; https://api.mwater.co/v3/images/c7154783b5a340a0a9a90fbcb7ee1256,Survey and community mobilisation ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/7fbd3d58ee8c413fb07b172bbfd40ddd,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.2,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2021,-16.2328611,35.146827,Health facility,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd ,Yes,Yes,"JCR DT -600
Drilling capacity 200 mtr, 4""-12"" hole diameter 
7, 900kg pull up force, 5 400kg pull down force  
400kg Top head rotary drive-MTR torque,  0-120 RPM","ELGI make 
600CFM /200PSI 
16 bar",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/22db04f9233640d287bd1ab8975c9812; https://api.mwater.co/v3/images/58cc15850bc74c23b2b8741a6ea3072b,Moving a few meters  away from surveyed point. A lot of boulders on original site,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/bba6b260d3b74153adf983834cd8c3b0,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2021,-16.1556228,35.1446904,Community,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd ,Yes,Yes,"JCR DT -600
 Drilling capacity 200 mtr, 4""-12"" hole diameter 
7,900kg pull up force, 5,400kg pull down 
400kg top head rotary drive-MTR torque, 0-120RPM","ELGI make 
600CFM /200PSI 
16 bar ",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/aae4806cd9b3446f893c9221ba472e7b; https://api.mwater.co/v3/images/9d11773630f643608a0c08dd2d1af283; https://api.mwater.co/v3/images/2b36df30c7b2478dbb5ea0813d21b219,Survey and community mobilisation ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/d3e1e32bcacc4753b756fdcf92a2cfb6,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.2,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,Yes,Yes,Yes,8/26/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,2.05,,,,,,,,,,,,,,9,https://api.mwater.co/v3/images/7354bc6b62924b7590866459efc3e396
8/29/2021,-16.2282203,35.0877296,Community,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd ,Yes,Yes,"JCR DT -600
Drilling capacity 200 mtr, 4""-12"" hole diameter 
7,900kg pull up force, 5,400kg pull down force 
400kg top head rotary drive-MTR torque, 0-120 RPM","ELGI make 
600CFM /200 PSI 
16 bar ",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/c3b9b3fca40b470ca079f2cba38dd9e3; https://api.mwater.co/v3/images/c275f29f01cc4892b36c49527b123d44,Survey and community mobilisation ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/e6d6abf4e73f4d47804d5184258da3e3,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,Yes,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,Yes,Yes,Yes,8/29/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,7.92,,,,,,,,,,,,,,10.15,https://api.mwater.co/v3/images/eae45b7a17094abaa9306419d972474f; https://api.mwater.co/v3/images/ebb7a150cff14219a734bd3ab9dbf6ad
8/23/2021,-16.2330793,35.147189,Health facility,,One Foundation ,Yes,Yes,Yes,Blue water drilling Ltd ,Yes,Yes,"JCR DT -600
Drilling capacity -200 mtr, 4""-12 hole diameter 
7,900kg pull up force, 5,400kg pull down force 
400kg Top head rotary drive-MTR torque,  0-120 RPM","ELGI make 
600CFM /200PSI 
16 bar",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/afe2a4addde44c4c94cdd95a2ed34d49; https://api.mwater.co/v3/images/051c08143f74449cab1d49761815cd90,Survey and community mobilisation ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/486157130e2e42d99dcdd4b566108825,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.2,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,Yes,Yes,Yes,8/23/2021,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,16.09,,,,,,,,,,,,,,16.12,https://api.mwater.co/v3/images/60ef1d46e4c648dc814ada553d5a76b7
8/30/2021,-16.2116527,35.1126125,Community,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd ,Yes,Yes,"JCR DT -600
Drilling capacity -200mtr, 4""-12"" hole diameter 
7,900kg pull up force, 5,400kg pull down force 
400kg  top head rotary drive-MTR torque, 0-120 RPM","ELGI make 
600CFM /200PSI 
16 bar",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/5228be723900482b89da8ff09c2edcbc; https://api.mwater.co/v3/images/05af429ef4a34b8d90c43e52a154b3b7,Community mobilisation ,Yes,No,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/0493f8e4541542fabab012c66370c13a,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
